,model,pooling,mv_window_size,mv_window_shift_frac,per_cls_precision_0,per_cls_precision_1,per_cls_precision_2,per_cls_precision_3,per_cls_recall_0,per_cls_recall_1,per_cls_recall_2,per_cls_recall_3,macro_precision,macro_recall,macro_f1,overall_accuracy
0,BERT,asymmetric-max,128,0.25,0.9990083762315204,0.8142543171109486,0.4984227129315078,0.5670391061294123,0.991508638681302,0.9820508936678415,0.8347169811257757,0.667763157872771,0.7196811281008473,0.8690099178369226,0.7873274487978219,0.9906526466295315
1,BERT,asymmetric-max,128,0.5,0.9986745712905771,0.8597719543903048,0.6369737644866567,0.646258503379379,0.994389563196169,0.9765222659792664,0.7879245282959403,0.6249999999794408,0.7854196983867294,0.8459590893627041,0.8145661004438514,0.9931548062315689
2,BERT,asymmetric-max,128,1.0,0.9977520906376522,0.8933456168939881,0.7430894308882676,0.7255813953150893,0.9962760776867282,0.9547106937284499,0.6898113207495109,0.5131578947199619,0.8399421334337492,0.7884889967211627,0.8134026840484111,0.994088151479948
3,BERT,asymmetric-max,256,0.25,0.9989332248058942,0.867973943992433,0.6081967213081519,0.6435045317026131,0.9943977476408135,0.978870039381264,0.8399999999936605,0.7006578947137941,0.779652105452273,0.8784814204323831,0.8261215085736677,0.9934070080327266
4,BERT,asymmetric-max,256,0.5,0.9985887497922918,0.8963014654564575,0.7238292010969434,0.6985294117390246,0.9960939737933878,0.9727355346857219,0.7932075471638249,0.6249999999794408,0.8293122070211794,0.846759263905594,0.8379449229419319,0.9947236205852273
5,BERT,asymmetric-max,256,1.0,0.9977235645866693,0.9174573055021766,0.794242167647805,0.7638190954390041,0.9972152427096855,0.9520599818229687,0.7079245282965441,0.4999999999835526,0.8683105332939137,0.7892999382031878,0.8269221966442561,0.9949698648635231
6,BERT,asymmetric-max,512,0.25,0.9988916574646665,0.8974555594277466,0.6830568720338682,0.6918238993493137,0.99578910323038,0.9750075734618486,0.8701886792387157,0.7236842105025104,0.8178069970688987,0.8911673916083637,0.8529126345965732,0.9947494365176293
7,BERT,asymmetric-max,512,0.5,0.9985366633464706,0.9146131805151041,0.7809859154874579,0.7451737451449739,0.9968899110350663,0.9669797031195342,0.8369811320691549,0.6348684210317478,0.8598273761235017,0.8589297918138757,0.8593783445965497,0.9954663251020226
8,BERT,asymmetric-max,512,1.0,0.9975552423174052,0.92934417667617,0.8463519313232074,0.7704081632259996,0.9976960788325504,0.9433504998478163,0.7441509433906103,0.4967105262994503,0.8859148783856955,0.7954770120926069,0.8382637268874276,0.9953015003028407
9,BERT,asymmetric-max,1024,0.25,0.9986356203618582,0.8957369232920377,0.7245355541273253,0.6011730205102295,0.9959159621223698,0.9675098455006305,0.8535849056539353,0.6743421052409756,0.8050202795728627,0.8728382046294778,0.8375586593751949,0.9946024842870335
10,BERT,asymmetric-max,1024,0.5,0.9981074764919291,0.9159645554903283,0.8217592592529186,0.6780303030046201,0.9970965682623402,0.9550893668578043,0.8037735848995943,0.5888157894543152,0.853465398559949,0.8361938273685134,0.8447413336053908,0.9952399392332668
11,BERT,asymmetric-max,1024,1.0,0.9969031514266763,0.9306318681311578,0.8720821661916707,0.7540983606145301,0.9978720443924073,0.9235837624955138,0.7049056603720385,0.45394736840612016,0.8884288865910088,0.77007720891652,0.8250302305609568,0.9948248984738812
12,BERT,gaussian,128,0.25,0.9981959660079656,0.9131584590087104,0.9476236663341647,0.8186528496985154,0.997415761603476,0.9675855801265013,0.7373584905604729,0.5197368420881665,0.919407735262339,0.8055241685946541,0.858706532816912,0.9956609375155144
13,BERT,gaussian,128,0.5,0.9981464565574271,0.9060946157118155,0.9314009661745759,0.8030303029897459,0.9971702282641407,0.9660708876090836,0.7275471698058299,0.5230263157722689,0.909668085358391,0.8034536503628308,0.8532681878859328,0.9953590896905067
14,BERT,gaussian,128,1.0,0.9977520906376522,0.8933456168939881,0.7430894308882676,0.7255813953150893,0.9962760776867282,0.9547106937284499,0.6898113207495109,0.5131578947199619,0.8399421334337492,0.7884889967211627,0.8134026840484111,0.994088151479948
15,BERT,gaussian,256,0.25,0.9981234549710845,0.9311530582375394,0.9516441005710674,0.8391959798573269,0.9979845805062693,0.9638745834588277,0.7426415094283575,0.5493421052450874,0.9300291484092545,0.8134606946596356,0.8678480758428693,0.9961474685492439
16,BERT,gaussian,256,0.5,0.9980822955147615,0.9266443050890136,0.9421965317828306,0.7884615384236316,0.9978229377245402,0.9624356255672807,0.7381132075415993,0.5394736841927804,0.9138461677025593,0.8094613637565501,0.8584923437936023,0.9959349835671661
17,BERT,gaussian,256,1.0,0.9977235645866693,0.9174573055021766,0.794242167647805,0.7638190954390041,0.9972152427096855,0.9520599818229687,0.7079245282965441,0.4999999999835526,0.8683105332939137,0.7892999382031878,0.8269221966442561,0.9949698648635231
18,BERT,gaussian,512,0.25,0.9979480486003359,0.9353713734503707,0.9448022079029917,0.8282828282409957,0.998093024397809,0.9547106937284499,0.7750943396167917,0.5394736841927804,0.9266011145486734,0.8168429354839577,0.8682671176917246,0.996091865002532
19,BERT,gaussian,512,0.5,0.9978620981716132,0.9328142380415774,0.9310661764620307,0.78974358970309,0.9979948110620749,0.9526658588299358,0.7645283018810225,0.5065789473517572,0.9128715255945778,0.8054419797811976,0.8557984818038108,0.9958952667480861
20,BERT,gaussian,512,1.0,0.9975552423174052,0.92934417667617,0.8463519313232074,0.7704081632259996,0.9976960788325504,0.9433504998478163,0.7441509433906103,0.4967105262994503,0.8859148783856955,0.7954770120926069,0.8382637268874276,0.9953015003028407
21,BERT,gaussian,1024,0.25,0.9974079071098368,0.9418560462104264,0.9432146294423176,0.8095238094809776,0.9983221888478553,0.9385034837920793,0.7396226415038519,0.503289473667655,0.9230005980608895,0.7949344469528604,0.854194071906659,0.9957741304498923
22,BERT,gaussian,1024,0.5,0.9972402458020868,0.9368732907923603,0.9317738791332186,0.7412935323014281,0.9981421310656761,0.9340351408656967,0.7215094339568189,0.49013157893124565,0.9017952370072734,0.7859545712048593,0.8398994698959,0.9954266082829426
23,BERT,gaussian,1024,1.0,0.9969031514266763,0.9306318681311578,0.8720821661916707,0.7540983606145301,0.9978720443924073,0.9235837624955138,0.7049056603720385,0.45394736840612016,0.8884288865910088,0.77007720891652,0.8250302305609568,0.9948248984738812
24,BERT,max,128,0.25,0.997902173757299,0.9217694486809603,0.9089147286733633,0.8242424241924701,0.9976346954977166,0.9610724023016047,0.7079245282965441,0.4473684210379155,0.9132071938260231,0.7785000117834453,0.8404903692488653,0.9955815038773544
25,BERT,max,128,0.5,0.9979671135058796,0.915376305364843,0.9167482859851445,0.7958115182829417,0.9974280382704427,0.9625870948190225,0.7064150943342913,0.4999999999835526,0.9064758057847022,0.7916075568518273,0.8451564976440226,0.9954484525334366
26,BERT,max,128,1.0,0.9977520906376522,0.8933456168939881,0.7430894308882676,0.7255813953150893,0.9962760776867282,0.9547106937284499,0.6898113207495109,0.5131578947199619,0.8399421334337492,0.7884889967211627,0.8134026840484111,0.994088151479948
27,BERT,max,256,0.25,0.997911159848421,0.9332153914190379,0.9361702127569037,0.8361581920431549,0.9980255027294919,0.9588003635254779,0.7305660377303355,0.48684210524714333,0.9258637390168794,0.7935585023081121,0.8546208373300286,0.9959846295910161
28,BERT,max,256,0.5,0.9979415405706598,0.9295619634595864,0.9321047526582726,0.821052631535734,0.9979068282821465,0.959481975158316,0.7252830188624507,0.5131578947199619,0.9201652220560632,0.7989574292557188,0.8552884059401019,0.9958893092252241
